Heading,Spec Heading,Check Item,Features,Selected Item,GCMNA Point Person,Update Status,History,Places to reduce from 38 Meter,Builder  ID Number,Location,Category,Electrical,Unit Measurement (Feet),Preferred MFG,Model,Hyperlink,Source,Weight Per Unit (LBS),Quantity,Weight Total (LBS),% of Parent Weight,LCG,TCG,VCG,Longitudinal Moment,Transverse Moment (Port is Neg.),Vertical Moment,Material / Color,Size
HVAC (Circulating Water Systems),Aft Peaks / Lazarette HVAC,,"5/8"" ID Hose + Water",TRUE,Chris,Updated,WP 3800,,,Aft Bilge,Piping,N/A,Lin. Ft.,,,,Calc,0.27,3,0.8,0.81%,105,-10.5,5.5,85,-9,4,Hose,"5/8"""
HVAC (Circulating Water Systems),Aft Peaks / Lazarette HVAC,,Misc Water Piping Fittings,TRUE,Chris,Updated,WP 3800,,,Aft Bilge,Plumbing Accessories,N/A,Each,,,,Estimate,2,1,2,1.99%,105,-10.5,5.5,210,-21,11,,
HVAC (Circulating Water Systems),Aft Peaks / Lazarette HVAC,,"GAUGE, ROTARY FLOW SIGHT 1"" NPT F",TRUE,Chris,Updated,WP 3800,Sideways,208200,Aft Bilge,Gauges,N/A,Each,McMaster-Carr Supply Co.,4195K17,https://www.mcmaster.com/#4195k17/=1dgglmd,Manufacturer,3,2,6,5.97%,108.5,0,5.5,651,0,33,,
HVAC (Circulating Water Systems),Aft Peaks / Lazarette HVAC,,"3/4"" PEX Piping + Water",TRUE,Chris,Updated,WP 3800,,,Aft Bilge,Piping,N/A,Lin. Ft.,PEX,,,Calc,0.263,18,4.7,4.71%,106,0,5.5,502,0,26,PEX,"3/4"""
HVAC (Circulating Water Systems),Aft Peaks / Lazarette HVAC,,"3/4"" Ball Valve, Full Port, with SS Lever",TRUE,Chris,Updated,WP3800,Sideways,209180,Aft Bilge,Valve,N/A,Each,Apollo Valves,77-104-10,http://cdn.conbraco.com/apollovalves/literature/BVPL9000PriceList_2018.pdf,Manufacturer,1.83,4,7.3,7.29%,108.5,0,5.5,794,0,40,Bronze,"3/4"""
HVAC (Circulating Water Systems),Aft Peaks / Lazarette HVAC,,"5/8"" ID Hose + Water",TRUE,Chris,Updated,WP 3800,,,Aft Bilge,Piping,N/A,Lin. Ft.,,,,Calc,0.27,8,2.2,2.15%,108.5,0,5.5,234,0,12,Hose,"5/8"""
HVAC (Circulating Water Systems),Electrical Room HVAC System,,"Air Handler, 12,000 btu, with Water Valve & FC",TRUE,Chris,Updated,WP 3800,Down,235592,Control Room,HVAC Air Handlers,230vac,Each,Technicold,RA12B-FC,,Manufacturer,64,1,64,58.31%,104,7.3,12.5,6656,467,800,,
HVAC (Circulating Water Systems),Electrical Room HVAC System,,"HVAC Control Set , Air Handler",TRUE,Chris,Updated,WP 3800,Sideways,106686-01,Control Room,HVAC Controls,N/A,Each,Technicold,22-08916,,Estimate,2,1,2,1.82%,97.5,5.2,11,195,10,22,,
HVAC (Circulating Water Systems),Electrical Room HVAC System,,"5"" Air Duct and Fittings",TRUE,Chris,Updated,WP 3800,Sideways,,Control Room,Ducting,N/A,Lin. Ft.,,"5"" Rigid Ducting",,Calc,1.75,2,3.5,3.19%,104,7.3,10,364,26,35,,"5"""
HVAC (Circulating Water Systems),Electrical Room HVAC System,,"1.25"" PVC Pipe + Water",TRUE,Chris,Updated,WP 3800,Sideways,,Control Room,Piping,N/A,Lin. Ft.,PVC,,,Calc,0.99,7,6.9,6.31%,97.5,5.2,13.25,676,36,92,PVC,"1.25"""
HVAC (Circulating Water Systems),Electrical Room HVAC System,,"1"" PVC Pipe + Water",TRUE,Chris,Updated,WP 3800,Sideways,,Control Room,Piping,N/A,Lin. Ft.,PVC,,,Calc,0.721,15,10.8,9.85%,101.5,6.6,13.25,1098,71,143,PVC,"1.25"""
HVAC (Circulating Water Systems),Electrical Room HVAC System,,"1"" PEX Piping + Water",TRUE,Chris,Updated,WP 3800,,,Control Room,Piping,N/A,Lin. Ft.,PEX,,,Calc,0.421,12,5.1,4.60%,104,7.5,13.25,525,38,67,PEX,"1"""
HVAC (Circulating Water Systems),Electrical Room HVAC System,,"3/4"" PEX Piping + Water",TRUE,Chris,Updated,WP 3800,,,Control Room,Piping,N/A,Lin. Ft.,PEX,,,Calc,0.263,2,0.5,0.48%,104,8.2,13,55,4,7,PEX,"3/4"""
HVAC (Circulating Water Systems),Electrical Room HVAC System,,"3/4"" Ball Valve, Full Port, with SS Lever",TRUE,Chris,Updated,WP3800,Sideways,209180,Control Room,Valve,N/A,Each,Apollo Valves,77-104-10,http://cdn.conbraco.com/apollovalves/literature/BVPL9000PriceList_2018.pdf,Manufacturer,1.83,4,7.3,6.67%,104,7.7,10,761,56,73,Bronze,"3/4"""
HVAC (Circulating Water Systems),Electrical Room HVAC System,,"5/8"" ID Hose + Water",TRUE,Chris,Updated,WP 3800,,,Control Room,Piping,N/A,Lin. Ft.,,,,Calc,0.27,6,1.6,1.48%,104,7.7,10,168,12,16,Hose,"5/8"""
HVAC (Circulating Water Systems),Electrical Room HVAC System,,Misc Water Piping Fittings,TRUE,Chris,Updated,WP 3800,,,Control Room,Plumbing Accessories,N/A,Each,,,,Estimate,2,4,8,7.29%,104,7.7,10,832,62,80,,
HVAC (Circulating Water Systems),Port Master HVAC System,,"Air Handler, 16K BTU HI VEL 230VAC with Water Valve, Heat & Flow Control",TRUE,Chris,Updated,WP 3800,Sideways,235594,Master Stateroom,HVAC Air Handlers,230vac,Each,Technicold,RAVC18HB-FC,,Manufacturer,28.7,1,28.7,53.10%,29.5,-6.6,14.5,847,-189,416,,
HVAC (Circulating Water Systems),Port Master HVAC System,,"HVAC Control Set , Air Handler",TRUE,Chris,Updated,WP 3800,Sideways,106686-01,Master Stateroom,HVAC Controls,N/A,Each,Technicold,22-08916,,Estimate,2,1,2,3.70%,35,-6,18.5,70,-12,37,,
HVAC (Circulating Water Systems),Port Master HVAC System,,Quiet Fan Assembly 208-230 VAC,TRUE,Chris,Updated,WP 3800,Sideways,235631,Master Stateroom,HVAC Air Handlers,208-230vac,Each,Technicold,22-18915,,Estimate,6,1,6,11.10%,29.5,-7,14.5,177,-42,87,,
HVAC (Circulating Water Systems),Port Master HVAC System,,"5"" Air Duct and Fittings",TRUE,Chris,Updated,WP 3800,Sideways,,Master Stateroom,Ducting,N/A,Lin. Ft.,,"5"" Rigid Ducting",,Calc,1.75,3,5.3,9.71%,29.5,-7,17,155,-37,89,,"5"""
HVAC (Circulating Water Systems),Port Master HVAC System,,"1"" PEX Piping + Water",TRUE,Chris,Updated,WP 3800,,,Master Stateroom,Piping,N/A,Lin. Ft.,PEX,,,Calc,0.421,9.5,4,7.40%,35.3,0,13.25,141,0,53,PEX,"1"""
HVAC (Circulating Water Systems),Port Master HVAC System,,"3/4"" PEX Piping + Water",TRUE,Chris,Updated,WP 3800,,,Master Stateroom,Piping,N/A,Lin. Ft.,PEX,,,Calc,0.263,10,2.6,4.87%,30.7,-3.8,14,81,-10,37,PEX,"3/4"""
HVAC (Circulating Water Systems),Port Master HVAC System,,"3/4"" Ball Valve, Full Port, with SS Lever",TRUE,Chris,Updated,WP3800,Sideways,209180,Master Stateroom,Valve,N/A,Each,Apollo Valves,77-104-10,http://cdn.conbraco.com/apollovalves/literature/BVPL9000PriceList_2018.pdf,Manufacturer,1.83,2,3.7,6.77%,29.5,-7,14.5,108,-26,53,Bronze,"3/4"""
HVAC (Circulating Water Systems),Port Master HVAC System,,"5/8"" ID Hose + Water",TRUE,Chris,Updated,WP 3800,,,Master Stateroom,Piping,N/A,Lin. Ft.,,,,Calc,0.27,3,0.8,1.50%,29.5,-7,14.5,24,-6,12,Hose,"5/8"""
HVAC (Circulating Water Systems),Port Master HVAC System,,Misc Water Piping Fittings,TRUE,Chris,Updated,WP 3800,,,Master Stateroom,Plumbing Accessories,N/A,Each,,,,Estimate,1,1,1,1.85%,29.5,-7,14.5,30,-7,15,,
HVAC (Circulating Water Systems),Starboard Master HVAC System,,"Air Handler, 16K BTU HI VEL 230VAC with Water Valve, Heat & Flow Control",TRUE,Chris,Updated,WP 3800,Sideways,235594,Master Stateroom,HVAC Air Handlers,230vac,Each,Technicold,RA16VHB-FC,,Manufacturer,28.7,1,28.7,52.66%,46.5,4.5,14.5,1335,129,416,,
HVAC (Circulating Water Systems),Starboard Master HVAC System,,"HVAC Control Set , Air Handler",TRUE,Chris,Updated,WP 3800,Sideways,106686-01,Master Stateroom,HVAC Controls,N/A,Each,Technicold,22-08916,,Estimate,2,0,0,0.00%,46.5,4.5,18.5,0,0,0,,
HVAC (Circulating Water Systems),Starboard Master HVAC System,,Quiet Fan Assembly 208-230 VAC,TRUE,Chris,Updated,WP 3800,Sideways,235631,Master Stateroom,HVAC Air Handlers,208-230vac,Each,Technicold,22-18915,,Estimate,6,0,0,0.00%,47,4.5,14.5,0,0,0,,
HVAC (Circulating Water Systems),Starboard Master HVAC System,,"6"" Air Duct and Fittings",TRUE,Chris,Updated,WP 3800,Sideways,,Master Stateroom,Ducting,N/A,Lin. Ft.,,"6"" Rigid Ducting",,Calc,2.2,8,17.6,32.30%,47.5,4.5,17,836,79,299,,"6"""
HVAC (Circulating Water Systems),Starboard Master HVAC System,,"3"" Air Duct and Fittings",TRUE,Chris,Updated,WP 3800,Sideways,,Master Stateroom,Ducting,N/A,Lin. Ft.,,"3"" Rigid Ducting",,Calc,1.1,2,2.2,4.04%,47.5,4.5,14.5,105,10,32,,"3"""
HVAC (Circulating Water Systems),Starboard Master HVAC System,,"3/4"" PEX Piping + Water",TRUE,Chris,Updated,WP 3800,,,Master Stateroom,Piping,N/A,Lin. Ft.,PEX,,,Calc,0.263,2,0.5,0.97%,46.5,4.5,14,24,2,7,PEX,"3/4"""
HVAC (Circulating Water Systems),Starboard Master HVAC System,,"3/4"" Ball Valve, Full Port, with SS Lever",TRUE,Chris,Updated,WP3800,Sideways,209180,Master Stateroom,Valve,N/A,Each,Apollo Valves,77-104-10,http://cdn.conbraco.com/apollovalves/literature/BVPL9000PriceList_2018.pdf,Manufacturer,1.83,2,3.7,6.72%,46.5,4.5,14.5,170,16,53,Bronze,"3/4"""
HVAC (Circulating Water Systems),Starboard Master HVAC System,,"5/8"" ID Hose + Water",TRUE,Chris,Updated,WP 3800,,,Master Stateroom,Piping,N/A,Lin. Ft.,,,,Calc,0.27,3,0.8,1.49%,46.5,4.5,14.5,38,4,12,Hose,"5/8"""
HVAC (Circulating Water Systems),Starboard Master HVAC System,,Misc Water Piping Fittings,TRUE,Chris,Updated,WP 3800,,,Master Stateroom,Plumbing Accessories,N/A,Each,,,,Estimate,1,1,1,1.83%,46.5,4.5,14.5,47,5,15,,
HVAC (Circulating Water Systems),Master Bathroom HVAC System,,"Air Handler, 8,000btu, With Water Valve & Heat Strip & FC",TRUE,Chris,Updated,WP 3800,Up,235590,Master Bathroom,HVAC Air Handlers,230vac,Each,Technicold,RA08HB-FC,,Manufacturer,59,1,59,53.96%,37.25,-7.9,14.5,2198,-466,856,,
HVAC (Circulating Water Systems),Master Bathroom HVAC System,,"HVAC Control Set , Air Handler",TRUE,Chris,Updated,WP 3800,Sideways,106686-01,Master Bathroom,HVAC Controls,N/A,Each,Technicold,22-08916,,Estimate,2,1,2,1.83%,37.25,-6,18.5,75,-12,37,,
HVAC (Circulating Water Systems),Master Bathroom HVAC System,,Quiet Fan Assembly 208-230 VAC,TRUE,Chris,Updated,WP 3800,Sideways,235631,Master Bathroom,HVAC Air Handlers,208-230vac,Each,Technicold,22-18915,,Estimate,6,1,6,5.49%,37.25,-8,14.5,224,-48,87,,
HVAC (Circulating Water Systems),Master Bathroom HVAC System,,"6"" Air Duct and Fittings",TRUE,Chris,Updated,WP 3800,Sideways,,Master Bathroom,Ducting,N/A,Lin. Ft.,,"6"" Rigid Ducting",,Calc,2.2,8,17.6,16.10%,38,-8,17,669,-141,299,,"6"""
HVAC (Circulating Water Systems),Master Bathroom HVAC System,,"3"" Air Duct and Fittings",TRUE,Chris,Updated,WP 3800,Sideways,,Master Bathroom,Ducting,N/A,Lin. Ft.,,"3"" Rigid Ducting",,Calc,1.1,14,15.4,14.08%,41,-4,18,631,-62,277,,"3"""
HVAC (Circulating Water Systems),Master Bathroom HVAC System,,"1"" PVC Pipe + Water",TRUE,Chris,Updated,WP 3800,Sideways,,Master Bathroom,Piping,N/A,Lin. Ft.,PVC,,,Calc,0.721,1,0.7,0.66%,40.2,0,13.25,29,0,10,PVC,"1.25"""
HVAC (Circulating Water Systems),Master Bathroom HVAC System,,"3/4"" PEX Piping + Water",TRUE,Chris,Updated,WP 3800,,,Master Bathroom,Piping,N/A,Lin. Ft.,PEX,,,Calc,0.263,12,3.2,2.89%,40,-4,14,126,-13,44,PEX,"3/4"""
HVAC (Circulating Water Systems),Master Bathroom HVAC System,,"3/4"" Ball Valve, Full Port, with SS Lever",TRUE,Chris,Updated,WP3800,Sideways,209180,Master Bathroom,Valve,N/A,Each,Apollo Valves,77-104-10,http://cdn.conbraco.com/apollovalves/literature/BVPL9000PriceList_2018.pdf,Manufacturer,1.83,2,3.7,3.35%,40,-7.9,14.5,146,-29,53,Bronze,"3/4"""
HVAC (Circulating Water Systems),Master Bathroom HVAC System,,"5/8"" ID Hose + Water",TRUE,Chris,Updated,WP 3800,,,Master Bathroom,Piping,N/A,Lin. Ft.,,,,Calc,0.27,3,0.8,0.74%,40,-7.9,14.5,32,-6,12,Hose,"5/8"""
HVAC (Circulating Water Systems),Master Bathroom HVAC System,,Misc Water Piping Fittings,TRUE,Chris,Updated,WP 3800,,,Master Bathroom,Plumbing Accessories,N/A,Each,,,,Estimate,1,1,1,0.91%,40,-7.9,14.5,40,-8,15,,
HVAC (Circulating Water Systems),Galley HVAC System,,"Air Handler, 12,000 btu, with Water Valve & Heat Strip & FC",TRUE,Chris,Updated,WP 3800,Sideways,235591,Galley,HVAC Air Handlers,230vac,Each,Technicold,RA12HB-FC,,Manufacturer,64,2,128,60.17%,49,-4.5,22.5,6272,-576,2880,,
HVAC (Circulating Water Systems),Galley HVAC System,,"HVAC Control Set , Air Handler",TRUE,Chris,Updated,WP 3800,Sideways,106686-01,Galley,HVAC Controls,N/A,Each,Technicold,22-08916,,Estimate,2,1,2,0.94%,48,-2.3,18,96,-5,36,,
HVAC (Circulating Water Systems),Galley HVAC System,,Quiet Fan Assembly 208-230 VAC,TRUE,Chris,Updated,WP 3800,Sideways,235631,Galley,HVAC Air Handlers,208-230vac,Each,Technicold,22-18915,,Estimate,6,1,6,2.82%,49,-5.5,22.5,294,-33,135,,
HVAC (Circulating Water Systems),Galley HVAC System,,"8"" Air Duct and Fittings",TRUE,Chris,Updated,WP 3800,Sideways,,Galley,Ducting,N/A,Lin. Ft.,,"8"" Rigid Ducting",,Calc,2.8,12,33.6,15.79%,45.5,-2,21,1529,-67,706,,"8"""
HVAC (Circulating Water Systems),Galley HVAC System,,"6"" Air Duct and Fittings",TRUE,Chris,Updated,WP 3800,Sideways,,Galley,Ducting,N/A,Lin. Ft.,,"6"" Rigid Ducting",,Calc,2.2,12,26.4,12.41%,45.5,-2,21,1201,-53,554,,"6"""
HVAC (Circulating Water Systems),Galley HVAC System,,"3/4"" PEX Piping + Water",TRUE,Chris,Updated,WP 3800,,,Galley,Piping,N/A,Lin. Ft.,PEX,,,Calc,0.263,22,5.8,2.72%,49.5,-4.5,22.5,286,-26,130,PEX,"3/4"""
HVAC (Circulating Water Systems),Galley HVAC System,,"3/4"" Ball Valve, Full Port, with SS Lever",TRUE,Chris,Updated,WP3800,Sideways,209180,Galley,Valve,N/A,Each,Apollo Valves,77-104-10,http://cdn.conbraco.com/apollovalves/literature/BVPL9000PriceList_2018.pdf,Manufacturer,1.83,4,7.3,3.44%,49,-4.5,22.5,359,-33,165,Bronze,"3/4"""
HVAC (Circulating Water Systems),Galley HVAC System,,"5/8"" ID Hose + Water",TRUE,Chris,Updated,WP 3800,,,Galley,Piping,N/A,Lin. Ft.,,,,Calc,0.27,6,1.6,0.76%,49,-4.5,22.5,79,-7,36,Hose,"5/8"""
HVAC (Circulating Water Systems),Galley HVAC System,,Misc Water Piping Fittings,TRUE,Chris,Updated,WP 3800,,,Galley,Plumbing Accessories,N/A,Each,,,,Estimate,1,2,2,0.94%,49,-4.5,22.5,98,-9,45,,
HVAC (Circulating Water Systems),Pilothouse HVAC System,,"Air Handler, 16K BTU HI VEL 230VAC with Water Valve, Heat & Flow Control",TRUE,Chris,Updated,WP 3800,Sideways,235594,Pilothouse,HVAC Air Handlers,230vac,Each,Technicold,RAVC18HB-FC,,Manufacturer,28.7,1,28.7,12.20%,59,0,22,1693,0,631,,
HVAC (Circulating Water Systems),Pilothouse HVAC System,,"Air Handler, 8K BTU 230VAC, Flow Control",TRUE,Chris,Updated,WP 3800,Sideways,107649-01,Pilothouse,HVAC Air Handlers,230vac,Each,Technicold,RA8B-FC,,Manufacturer,59,1,59,25.08%,47,0,21,2773,0,1239,,
HVAC (Circulating Water Systems),Pilothouse HVAC System,,"HVAC Control Set, Air Handler",TRUE,Chris,Updated,WP 3800,Sideways,106686-01,Pilothouse,HVAC Controls,N/A,Each,Technicold,22-08916,,Estimate,2,2,4,1.70%,56,-6,18,224,-24,72,,
HVAC (Circulating Water Systems),Pilothouse HVAC System,,Quiet Fan Assembly 208-230 VAC,TRUE,Chris,Updated,WP 3800,Sideways,235631,Pilothouse,HVAC Air Handlers,208-230vac,Each,Technicold,22-18915,,Estimate,6,2,12,5.10%,56,-7,22,672,-84,264,,
HVAC (Circulating Water Systems),Pilothouse HVAC System,,"Heater, Dash 500CFM, 1 Phase",TRUE,Chris,Updated,WP 3800,Sideways,235603,Pilothouse,Fans,230vac,Each,Technicold,DH500VB,,Manufacturer,25,2,50,21.25%,46,0,21,2300,0,1050,,
HVAC (Circulating Water Systems),Pilothouse HVAC System,,"HVAC Control Set, Defroster",TRUE,Chris,Updated,WP 3800,Sideways,106688-01,Pilothouse,HVAC Controls,N/A,Each,Technicold,22-00115,,Estimate,2,1,2,0.85%,51,-6,22.5,102,-12,45,,
HVAC (Circulating Water Systems),Pilothouse HVAC System,,"6"" Air Duct and Fittings",TRUE,Chris,Updated,WP 3800,Sideways,,Pilothouse,Ducting,N/A,Lin. Ft.,,"6"" Rigid Ducting",,Calc,2.2,16,35.2,14.96%,58,0,22,2042,0,774,,"6"""
HVAC (Circulating Water Systems),Pilothouse HVAC System,,"1"" PEX Piping + Water",TRUE,Chris,Updated,WP 3800,Sideways,,Attic,Piping,N/A,Lin. Ft.,PEX,,,Calc,0.421,45,18.9,8.05%,61,0,22,1156,0,417,PEX,"1"""
HVAC (Circulating Water Systems),Pilothouse HVAC System,,"3/4"" PEX Piping + Water",TRUE,Chris,Updated,WP 3800,Sideways,,Pilothouse,Piping,N/A,Lin. Ft.,PEX,,,Calc,0.263,38,10,4.25%,58,0,22,580,0,220,PEX,"3/4"""
HVAC (Circulating Water Systems),Pilothouse HVAC System,,"3/4"" Ball Valve, Full Port, with SS Lever",TRUE,Chris,Updated,WP3800,Sideways,209180,Pilothouse,Valve,N/A,Each,Apollo Valves,77-104-10,http://cdn.conbraco.com/apollovalves/literature/BVPL9000PriceList_2018.pdf,Manufacturer,1.83,6,11,4.67%,58,0,22,637,0,242,Bronze,"3/4"""
HVAC (Circulating Water Systems),Pilothouse HVAC System,,"5/8"" ID Hose + Water",TRUE,Chris,Updated,WP 3800,Sideways,,Pilothouse,Piping,N/A,Lin. Ft.,,,,Calc,0.27,9,2.4,1.03%,58,0,22,141,0,53,Hose,"5/8"""
HVAC (Circulating Water Systems),Pilothouse HVAC System,,Misc Water Piping Fittings,TRUE,Chris,Updated,WP 3800,Sideways,,Pilothouse,Plumbing Accessories,N/A,Each,,,,Estimate,1,2,2,0.85%,58,0,22,116,0,44,,
HVAC (Circulating Water Systems),HVAC Technical Space (Aft of Pilothouse) HVAC Systems For Dining and Salon Rooms,,"Air Handler, 8,000btu, With Water Valve & Heat Strip & FC",TRUE,Chris,Updated,WP 3800,Up,235590,Attic,HVAC Air Handlers,230vac,Each,Technicold,RA08HB-FC,,Manufacturer,59,3,177,13.97%,68,0,22.5,12036,0,3983,,
HVAC (Circulating Water Systems),HVAC Technical Space (Aft of Pilothouse) HVAC Systems For Dining and Salon Rooms,,"Air Handler, 12,000 btu, with Water Valve & Heat Strip & FC",TRUE,Chris,Updated,WP 3800,Sideways,235591,Attic,HVAC Air Handlers,230vac,Each,Technicold,RA12HB-FC,,Manufacturer,64,2,128,10.10%,81,0,22.5,10368,0,2880,,
HVAC (Circulating Water Systems),HVAC Technical Space (Aft of Pilothouse) HVAC Systems For Dining and Salon Rooms,,"HVAC Control Set, Air Handler",TRUE,Chris,Updated,WP 3800,Sideways,106686-01,Attic,HVAC Controls,N/A,Each,Technicold,22-08916,,Estimate,2,2,4,0.32%,73.3,-2,18,293,-8,72,,
HVAC (Circulating Water Systems),HVAC Technical Space (Aft of Pilothouse) HVAC Systems For Dining and Salon Rooms,,Quiet Fan Assembly 208-230 VAC,TRUE,Chris,Updated,WP 3800,Sideways,235631,Attic,HVAC Air Handlers,208-230vac,Each,Technicold,22-18915,,Estimate,6,2,12,0.95%,70,0,22.5,840,0,270,,
HVAC (Circulating Water Systems),HVAC Technical Space (Aft of Pilothouse) HVAC Systems For Dining and Salon Rooms,,"Air Handler, Fresh Air Makeup Unit (FAMU) 500CFM with Heat Strip & Flow Control",TRUE,Chris,Updated,WP 3800,Sideways,235595,Attic,HVAC Air Handlers,230vac,Each,Technicold,MA500VHB-FC,,Manufacturer,51.5,2,103,8.13%,64.9,4.6,22.5,6685,474,2318,,
HVAC (Circulating Water Systems),HVAC Technical Space (Aft of Pilothouse) HVAC Systems For Dining and Salon Rooms,,"HVAC Control Set, Fresh Air Makeup Unit (FAMU)",TRUE,Chris,Updated,WP 3800,Sideways,106687-01,Attic,HVAC Controls,N/A,Each,Technicold,22-08930,,Estimate,2,2,4,0.32%,64.9,0,22.5,260,0,90,,
HVAC (Circulating Water Systems),HVAC Technical Space (Aft of Pilothouse) HVAC Systems For Dining and Salon Rooms,,"6"" Air Duct and Fittings (FAMU and Dining/Salon Supply/Return)",TRUE,Chris,Updated,WP 3800,Sideways,,Throughout,Ducting,N/A,Lin. Ft.,,"6"" Rigid Ducting",,Calc,2.2,160,352,27.77%,72,0,18,25344,0,6336,,"6"""
HVAC (Circulating Water Systems),HVAC Technical Space (Aft of Pilothouse) HVAC Systems For Dining and Salon Rooms,,"4"" Air Duct and Fittings (FAMU)",TRUE,Chris,Updated,WP 3800,Sideways,,Throughout,Ducting,N/A,Lin. Ft.,,"4"" Rigid Ducting",,Calc,1.4,150,210,16.57%,57,0,13,11970,0,2730,,"4"""
HVAC (Circulating Water Systems),HVAC Technical Space (Aft of Pilothouse) HVAC Systems For Dining and Salon Rooms,,"2"" PVC Pipe + Water",TRUE,Chris,Updated,WP 3800,Sideways,,Attic,Piping,N/A,Lin. Ft.,PVC,,,Calc,2.23,75,167.3,13.20%,80,2,19,13380,335,3178,PVC,"2"""
HVAC (Circulating Water Systems),HVAC Technical Space (Aft of Pilothouse) HVAC Systems For Dining and Salon Rooms,,"1.25"" PVC Pipe + Water",TRUE,Chris,Updated,WP 3800,Sideways,,Attic,Piping,N/A,Lin. Ft.,PVC,,,Calc,0.99,16,15.8,1.25%,65,1,22.5,1030,16,356,PVC,"1.25"""
HVAC (Circulating Water Systems),HVAC Technical Space (Aft of Pilothouse) HVAC Systems For Dining and Salon Rooms,,"1"" PEX Piping + Water",TRUE,Chris,Updated,WP 3800,,,Attic,Piping,N/A,Lin. Ft.,PEX,,,Calc,0.421,10,4.2,0.33%,66,4.5,22.5,278,19,95,PEX,"1"""
HVAC (Circulating Water Systems),HVAC Technical Space (Aft of Pilothouse) HVAC Systems For Dining and Salon Rooms,,"3/4"" PEX Piping + Water",TRUE,Chris,Updated,WP 3800,,,Attic,Piping,N/A,Lin. Ft.,PEX,,,Calc,0.263,24,6.3,0.50%,71.5,0,22.5,451,0,142,PEX,"3/4"""
HVAC (Circulating Water Systems),HVAC Technical Space (Aft of Pilothouse) HVAC Systems For Dining and Salon Rooms,,"3/4"" Ball Valve, Full Port, with SS Lever",TRUE,Chris,Updated,WP3800,Sideways,209180,Attic,Valve,N/A,Each,Apollo Valves,77-104-10,http://cdn.conbraco.com/apollovalves/literature/BVPL9000PriceList_2018.pdf,Manufacturer,1.83,14,25.6,2.02%,68,0,22.5,1742,0,576,Bronze,"3/4"""
HVAC (Circulating Water Systems),HVAC Technical Space (Aft of Pilothouse) HVAC Systems For Dining and Salon Rooms,,"5/8"" ID Hose + Water",TRUE,Chris,Updated,WP 3800,,,Attic,Piping,N/A,Lin. Ft.,,,,Calc,0.27,21,5.7,0.45%,68,0,22.5,386,0,128,Hose,"5/8"""
HVAC (Circulating Water Systems),HVAC Technical Space (Aft of Pilothouse) HVAC Systems For Dining and Salon Rooms,,Misc Water Piping Fittings and FAMU air distribution duct,TRUE,Chris,Updated,WP 3800,,,Attic,Plumbing Accessories,N/A,Each,,,,Estimate,1,40,40,3.16%,65,0,22.5,2600,0,900,,
HVAC (Circulating Water Systems),HVAC Technical Space (Aft of Pilothouse) HVAC Systems For Dining and Salon Rooms,,"DAMPER, GALV 5-3/4"" O.D. FOR STANDARD DUCT",TRUE,Chris,Updated,WP 3800,,104952-01,Attic,Ducting,N/A,Each,McMaster-Carr Supply Co.,17355K61,https://www.mcmaster.com/#17355k61/=1dggmz0,Estimate,2,1,2,0.16%,65,4,23.5,130,8,47,,
HVAC (Circulating Water Systems),HVAC Technical Space (Aft of Pilothouse) HVAC Systems For Dining and Salon Rooms,,"DAMPER, GALV 3-3/4"" O.D. FOR STANDARD DUCT",TRUE,Chris,Updated,WP 3800,,104953-01,Attic,Ducting,N/A,Each,McMaster-Carr Supply Co.,17355K59,https://www.mcmaster.com/#17355k59/=1dggmoi,Estimate,1.5,7,10.5,0.83%,65,4,23,683,42,242,,
Ventilation System (HVAC Exhaust and Unconditioned Air Systems),Exhaust Fans,,"Fan, FG4XL 4""",TRUE,Chris,Updated,WP 3800,Sideways,212644,Attic,Fans,115-120  vac,Each,FANTECH,FG 4XL,http://www.fantech.net/enca/home/Products/fans--accessories/circular-duct-fans/circular-duct-fans-with-ac-motors/fg/fg-4xl-centrif-inline-fan/,Manufacturer,6.04,5,30.2,62.50%,64,-5,23.5,1933,-151,710,,
Ventilation System (HVAC Exhaust and Unconditioned Air Systems),Exhaust Fans,,"Fan, FG4XL 4""",TRUE,Chris,Updated,WP 3800,Sideways,212644,Master Bathroom,Fans,115-120  vac,Each,FANTECH,FG 4XL,http://www.fantech.net/enca/home/Products/fans--accessories/circular-duct-fans/circular-duct-fans-with-ac-motors/fg/fg-4xl-centrif-inline-fan/,Manufacturer,6.04,1,6,12.50%,40,-8,23,242,-48,139,,
Ventilation System (HVAC Exhaust and Unconditioned Air Systems),Exhaust Fans,,"Fan, FG4XL 4""",TRUE,Chris,Updated,WP 3800,Sideways,212644,Crew Stair,Fans,115-120  vac,Each,FANTECH,FG 4XL,http://www.fantech.net/enca/home/Products/fans--accessories/circular-duct-fans/circular-duct-fans-with-ac-motors/fg/fg-4xl-centrif-inline-fan/,Manufacturer,6.04,2,12.1,25.00%,41.5,-8,14.5,501,-97,175,,
Ventilation System (HVAC Exhaust and Unconditioned Air Systems),Exhaust Ducting,,"4"" PVC Pipe",TRUE,Chris,Updated,,,,Throughout,Ducting,N/A,Lin. Ft.,,"4"" PVC",,Calc,2.75,85,233.8,41.48%,51,-3,21,11921,-701,4909,,
