Heading,Spec_Heading,Features,Model,Hyperlink,Source,Weight,Quantity,Material_And_Color,Size
HVAC (Circulating Water Systems),Crew Mess HVAC System,"1.25"" PVC Pipe + Water",,,Calc,0.99,20,PVC,"1.25"""
HVAC (Circulating Water Systems),Crew Mess HVAC System,"3/4"" PEX Piping + Water",,,Calc,0.263,28,PEX,"3/4"""
HVAC (Circulating Water Systems),Crew Mess HVAC System,"3/4"" Ball Valve, Full Port, with SS Lever",77-104-10,http://cdn.conbraco.com/apollovalves/literature/BVPL9000PriceList_2018.pdf,Manufacturer,1.83,2,Bronze,"3/4"""
HVAC (Circulating Water Systems),Crew Mess HVAC System,"5/8"" ID Hose + Water",,,Calc,0.27,3,Hose,"5/8"""
HVAC (Circulating Water Systems),Crew Mess HVAC System,Misc Water Piping Fittings,,,Estimate,2,1,,
HVAC (Circulating Water Systems),Guest Port Forward SR HVAC System,"Air Handler, 12,000 btu, with Water Valve & Heat Strip & FC",RA12HB-FC,,Manufacturer,64,1,,
HVAC (Circulating Water Systems),Guest Port Forward SR HVAC System,"HVAC Control Set , Air Handler",22-08916,,Estimate,2,1,,
HVAC (Circulating Water Systems),Guest Port Forward SR HVAC System,Quiet Fan Assembly 208-230 VAC,22-18915,,Estimate,6,1,,
HVAC (Circulating Water Systems),Guest Port Forward SR HVAC System,"6"" Air Duct and Fittings","6"" Rigid Ducting",,Calc,2.2,6,,"6"""
HVAC (Circulating Water Systems),Guest Port Forward SR HVAC System,"4"" Air Duct and Fittings","4"" Rigid Ducting",,Calc,1.4,8,,"4"""
HVAC (Circulating Water Systems),Guest Port Forward SR HVAC System,"1.25"" PVC Pipe + Water",,,Calc,0.99,8,PVC,"1.25"""
HVAC (Circulating Water Systems),Guest Port Forward SR HVAC System,"3/4"" PEX Piping + Water",,,Calc,0.263,34,PEX,"3/4"""
HVAC (Circulating Water Systems),Guest Port Forward SR HVAC System,"3/4"" Ball Valve, Full Port, with SS Lever",77-104-10,http://cdn.conbraco.com/apollovalves/literature/BVPL9000PriceList_2018.pdf,Manufacturer,1.83,2,Bronze,"3/4"""
HVAC (Circulating Water Systems),Guest Port Forward SR HVAC System,"5/8"" ID Hose + Water",,,Calc,0.27,3,Hose,"5/8"""
HVAC (Circulating Water Systems),Guest Port Forward SR HVAC System,Misc Water Piping Fittings,,,Estimate,2,1,,
HVAC (Circulating Water Systems),Guest Starboard Forward SR HVAC System,"Air Handler, 12,000 btu, with Water Valve & Heat Strip & FC",RA12HB-FC,,Manufacturer,64,1,,
HVAC (Circulating Water Systems),Guest Starboard Forward SR HVAC System,"HVAC Control Set , Air Handler",22-08916,,Estimate,2,1,,
HVAC (Circulating Water Systems),Guest Starboard Forward SR HVAC System,Quiet Fan Assembly 208-230 VAC,22-18915,,Estimate,6,1,,
HVAC (Circulating Water Systems),Guest Starboard Forward SR HVAC System,"6"" Air Duct and Fittings","6"" Rigid Ducting",,Calc,2.2,6,,"6"""
HVAC (Circulating Water Systems),Guest Starboard Forward SR HVAC System,"4"" Air Duct and Fittings","4"" Rigid Ducting",,Calc,1.4,8,,"4"""
HVAC (Circulating Water Systems),Guest Starboard Forward SR HVAC System,"3/4"" PEX Piping + Water",,,Calc,0.263,34,PEX,"3/4"""
HVAC (Circulating Water Systems),Guest Starboard Forward SR HVAC System,"3/4"" Ball Valve, Full Port, with SS Lever",77-104-10,http://cdn.conbraco.com/apollovalves/literature/BVPL9000PriceList_2018.pdf,Manufacturer,1.83,2,Bronze,"3/4"""
HVAC (Circulating Water Systems),Guest Starboard Forward SR HVAC System,"5/8"" ID Hose + Water",,,Calc,0.27,3,Hose,"5/8"""
HVAC (Circulating Water Systems),Guest Starboard Forward SR HVAC System,Misc Water Piping Fittings,,,Estimate,2,1,,
HVAC (Circulating Water Systems),A/V Rack / Mech Room HVAC System,"AIR HANDLER, 16K BTU 230VAC W/WATER VALVE & FC",RA16B-FC,,Manufacturer,66,1,,
HVAC (Circulating Water Systems),A/V Rack / Mech Room HVAC System,"HVAC Control Set , Air Handler",22-08916,,Estimate,2,1,,
HVAC (Circulating Water Systems),A/V Rack / Mech Room HVAC System,Quiet Fan Assembly 208-230 VAC,22-18915,,Estimate,6,1,,
HVAC (Circulating Water Systems),A/V Rack / Mech Room HVAC System,"5"" Air Duct and Fittings","5"" Rigid Ducting",,Calc,1.75,9,,"5"""
HVAC (Circulating Water Systems),A/V Rack / Mech Room HVAC System,"1.5"" PVC Pipe + Water",,,Calc,1.44,35,PVC,"1.5"""
HVAC (Circulating Water Systems),A/V Rack / Mech Room HVAC System,"3/4"" PEX Piping + Water",,,Calc,0.263,12,PEX,"3/4"""
HVAC (Circulating Water Systems),A/V Rack / Mech Room HVAC System,"3/4"" Ball Valve, Full Port, with SS Lever",77-104-10,http://cdn.conbraco.com/apollovalves/literature/BVPL9000PriceList_2018.pdf,Manufacturer,1.83,2,Bronze,"3/4"""
HVAC (Circulating Water Systems),A/V Rack / Mech Room HVAC System,"5/8"" ID Hose + Water",,,Calc,0.27,3,Hose,"5/8"""
HVAC (Circulating Water Systems),A/V Rack / Mech Room HVAC System,Misc Water Piping Fittings,,,Estimate,2,1,,
HVAC (Circulating Water Systems),Guest Port Aft SR HVAC System,"Air Handler, 12,000 btu, with Water Valve & Heat Strip & FC",RA12HB-FC,,Manufacturer,64,1,,
HVAC (Circulating Water Systems),Guest Port Aft SR HVAC System,"HVAC Control Set , Air Handler",22-08916,,Estimate,2,1,,
HVAC (Circulating Water Systems),Guest Port Aft SR HVAC System,Quiet Fan Assembly 208-230 VAC,22-18915,,Estimate,6,1,,
HVAC (Circulating Water Systems),Guest Port Aft SR HVAC System,"6"" Air Duct and Fittings","6"" Rigid Ducting",,Calc,2.2,6,,"6"""
HVAC (Circulating Water Systems),Guest Port Aft SR HVAC System,"4"" Air Duct and Fittings","4"" Rigid Ducting",,Calc,1.4,6,,"4"""
HVAC (Circulating Water Systems),Guest Port Aft SR HVAC System,"3/4"" PEX Piping + Water",,,Calc,0.263,14,PEX,"3/4"""
HVAC (Circulating Water Systems),Guest Port Aft SR HVAC System,"3/4"" Ball Valve, Full Port, with SS Lever",77-104-10,http://cdn.conbraco.com/apollovalves/literature/BVPL9000PriceList_2018.pdf,Manufacturer,1.83,2,Bronze,"3/4"""
HVAC (Circulating Water Systems),Guest Port Aft SR HVAC System,"5/8"" ID Hose + Water",,,Calc,0.27,3,Hose,"5/8"""
HVAC (Circulating Water Systems),Guest Port Aft SR HVAC System,Misc Water Piping Fittings,,,Estimate,2,1,,
HVAC (Circulating Water Systems),Guest Starboard Aft SR HVAC System,"Air Handler, 12,000 btu, with Water Valve & Heat Strip & FC",RA12HB-FC,,Manufacturer,64,1,,
HVAC (Circulating Water Systems),Guest Starboard Aft SR HVAC System,"HVAC Control Set , Air Handler",22-08916,,Estimate,2,1,,
HVAC (Circulating Water Systems),Guest Starboard Aft SR HVAC System,Quiet Fan Assembly 208-230 VAC,22-18915,,Estimate,6,1,,
HVAC (Circulating Water Systems),Guest Starboard Aft SR HVAC System,"6"" Air Duct and Fittings","6"" Rigid Ducting",,Calc,2.2,6,,"6"""
HVAC (Circulating Water Systems),Guest Starboard Aft SR HVAC System,"4"" Air Duct and Fittings","4"" Rigid Ducting",,Calc,1.4,6,,"4"""
HVAC (Circulating Water Systems),Guest Starboard Aft SR HVAC System,"3/4"" PEX Piping + Water",,,Calc,0.263,2,PEX,"3/4"""
HVAC (Circulating Water Systems),Guest Starboard Aft SR HVAC System,"3/4"" Ball Valve, Full Port, with SS Lever",77-104-10,http://cdn.conbraco.com/apollovalves/literature/BVPL9000PriceList_2018.pdf,Manufacturer,1.83,2,Bronze,"3/4"""
HVAC (Circulating Water Systems),Guest Starboard Aft SR HVAC System,"5/8"" ID Hose + Water",,,Calc,0.27,3,Hose,"5/8"""
HVAC (Circulating Water Systems),Guest Starboard Aft SR HVAC System,Misc Water Piping Fittings,,,Estimate,2,1,,
HVAC (Circulating Water Systems),Chiller 24 Ton Assembly,"Chiller Unit, 6 ton",CW72,,Manufacturer,194,4,,
HVAC (Circulating Water Systems),Chiller 24 Ton Assembly,"Chiller Unit Piping, Valves and Pumps",,,Estimate,150,1,,
HVAC (Circulating Water Systems),Chiller 24 Ton Assembly,Touch Screen,,,Guess,5,1,,
HVAC (Circulating Water Systems),Chiller 24 Ton Assembly,NA (Electrical Enclosure),,,Guess,20,1,,
HVAC (Circulating Water Systems),Chiller 24 Ton Assembly,NXS0048-2A2H-1SSSA1A2 (FRAME FR6),,,Guess,20,1,,
HVAC (Circulating Water Systems),Chiller 24 Ton Assembly,NXS0048-2A2H-1SSSA1A2 (FRAME FR6),,,Guess,20,1,,
HVAC (Circulating Water Systems),Chiller 24 Ton Assembly,VACON0100-3L-0003-2-FLOW-R02,,,Guess,15,1,,
HVAC (Circulating Water Systems),Chiller 24 Ton Assembly,Chiller Rack Foundation,,,Guess,100,1,,
HVAC (Circulating Water Systems),Chiller 24 Ton Assembly,Chiller Pump Platform,,,Guess,10,1,,
HVAC (Circulating Water Systems),Chiller 24 Ton Assembly,HVAC Overhead Bracket Assembly,,,Solidworks,10,4,,
HVAC (Circulating Water Systems),Chiller 24 Ton Assembly,"3"" Ball Valve PVC SCH80 S X S",2122-030,http://www.parts.spearsmfg.com/Search.aspx?txt=2122-030,Manufacturer,3.99,2,PVC,"3"""
HVAC (Circulating Water Systems),Chiller 24 Ton Assembly,"2-1/2"" NPT Through Hull, BRNZ Extra Long",0348010PLB,,Manufacturer,3.6,3,Bronze,"2-1/2"""
HVAC (Circulating Water Systems),Chiller 24 Ton Assembly,"VALVE, BALL BRZ F/P SS LEVER 2-1/2""",77-109-10,http://cdn.conbraco.com/apollovalves/literature/BVPL9000PriceList_2018.pdf,Manufacturer,17.25,5,Bronze,"2-1/2"""
HVAC (Circulating Water Systems),Chiller 24 Ton Assembly,"2-1/2"" Hose",252-2120,http://tridentmarine.com/wp-content/uploads/2016/11/252-Specification-Sheet.pdf,Manufacturer,1.5,6,Hose,"2-1/2"""
HVAC (Circulating Water Systems),Chiller 24 Ton Assembly,"Sea Strainer, 2-1/2"" with Plastic Basket",ARG-2500-P,,Manufacturer,14.2,2,,"2-1/2"""
HVAC (Circulating Water Systems),Chiller 24 Ton Assembly,"PUMP, SALT WATER, 1.5 X 1.5 NPT. 1/2 HP, 3PH 60HZ",48378-2,https://www.absolutewaterpumps.com/pacer-end-suction-centrifugal-electric-water-pump-pce2av-h-5c-3-phase-230-460-volt-1-5-2-0-female-npt-70-gpm,Estimate,35,2,,
HVAC (Circulating Water Systems),Chiller 24 Ton Assembly,"VALVE, BRNZ&CUNI SWNG CK 2-1/2"" NPT",FNW1241L,https://www.hpproducts.com/ItemDisplayF.aspx?D1=FNW1241L--Not-For-Potable-Use-2-12-Bronze-150-Threaded-Swing-Check-Valve&Brand=V000481&ItemID=3029087,Manufacturer,8.16,1,Bronze / CuNi,"2-1/2"""
HVAC (Circulating Water Systems),Chiller 24 Ton Assembly,"2"" PVC Pipe + Water",,,Calc,2.23,40,PVC,"2"""
HVAC (Circulating Water Systems),Chiller 24 Ton Assembly,"3"" PVC Pipe + Water",,,Calc,4.8,11,PVC,"3"""
HVAC (Circulating Water Systems),Fan Coil Units,"AIR HANDLER, LOW PROFILE 16K BTU BLOW THRU 230VAC W/WATER VA",TAH12B-FC-C,,,64,2,,
HVAC (Circulating Water Systems),Fan Coil Units,"HVAC Control Set , Air Handler",22-08916,,Estimate,2,1,,
HVAC (Circulating Water Systems),Fan Coil Units,"1"" PEX Piping + Water",,,Calc,0.421,4,PEX,"1"""
HVAC (Circulating Water Systems),Fan Coil Units,"3/4"" PEX Piping + Water",,,Calc,0.263,15,PEX,"3/4"""
HVAC (Circulating Water Systems),Fan Coil Units,"3/4"" Ball Valve, Full Port, with SS Lever",77-104-10,http://cdn.conbraco.com/apollovalves/literature/BVPL9000PriceList_2018.pdf,Manufacturer,1.83,4,Bronze,"3/4"""
HVAC (Circulating Water Systems),Fan Coil Units,"5/8"" ID Hose + Water",,,Calc,0.27,6,Hose,"5/8"""
HVAC (Circulating Water Systems),Fan Coil Units,Misc Water Piping Fittings,,,Estimate,4,1,,
HVAC (Circulating Water Systems),Equipment Room HVAC System,"Air Handler, 8,000btu, With Water Valve & Heat Strip & FC",RA08HB-FC,,Manufacturer,59,1,,
HVAC (Circulating Water Systems),Equipment Room HVAC System,"HVAC Control Set , Air Handler",22-08916,,Estimate,2,1,,
HVAC (Circulating Water Systems),Equipment Room HVAC System,"5"" Air Duct and Fittings","5"" Rigid Ducting",,Calc,1.75,6,,"5"""
HVAC (Circulating Water Systems),Equipment Room HVAC System,"1"" PEX Piping + Water",,,Calc,0.421,35,PEX,"1"""
HVAC (Circulating Water Systems),Equipment Room HVAC System,"3/4"" PEX Piping + Water",,,Calc,0.263,18,PEX,"3/4"""
HVAC (Circulating Water Systems),Equipment Room HVAC System,"3/4"" Ball Valve, Full Port, with SS Lever",77-104-10,http://cdn.conbraco.com/apollovalves/literature/BVPL9000PriceList_2018.pdf,Manufacturer,1.83,2,Bronze,"3/4"""
HVAC (Circulating Water Systems),Equipment Room HVAC System,"5/8"" ID Hose + Water",,,Calc,0.27,3,Hose,"5/8"""
HVAC (Circulating Water Systems),Equipment Room HVAC System,Misc Water Piping Fittings,,,Estimate,2,1,,
HVAC (Circulating Water Systems),Utility Room HVAC System,"AIR HANDLER, 12K BTU, VERT, 230VAC W/WATER VALVE, HT & FC",RAV12HB-FC,,Manufacturer,36.5,1,,
HVAC (Circulating Water Systems),Utility Room HVAC System,"HVAC Control Set , Air Handler",22-08916,,Estimate,2,1,,
HVAC (Circulating Water Systems),Utility Room HVAC System,"6"" Air Duct and Fittings","6"" Rigid Ducting",,Calc,2.2,12,,"6"""
HVAC (Circulating Water Systems),Utility Room HVAC System,"4"" Air Duct and Fittings","4"" Rigid Ducting",,Calc,1.4,6,,"4"""
HVAC (Circulating Water Systems),Utility Room HVAC System,"1"" PEX Piping + Water",,,Calc,0.421,3,PEX,"1"""
HVAC (Circulating Water Systems),Utility Room HVAC System,"3/4"" PEX Piping + Water",,,Calc,0.263,18,PEX,"3/4"""
HVAC (Circulating Water Systems),Utility Room HVAC System,"3/4"" Ball Valve, Full Port, with SS Lever",77-104-10,http://cdn.conbraco.com/apollovalves/literature/BVPL9000PriceList_2018.pdf,Manufacturer,1.83,2,Bronze,"3/4"""
HVAC (Circulating Water Systems),Utility Room HVAC System,"5/8"" ID Hose + Water",,,Calc,0.27,3,Hose,"5/8"""
HVAC (Circulating Water Systems),Utility Room HVAC System,Misc Water Piping Fittings,,,Estimate,2,1,,
HVAC (Circulating Water Systems),Aft Peaks / Lazarette HVAC,"Air Handler, 8K BTU 230VAC, Flow Control",RA8B-FC,,Manufacturer,59,1,,
HVAC (Circulating Water Systems),Aft Peaks / Lazarette HVAC,"HVAC Control Set , Air Handler",22-08916,,Estimate,2,1,,
HVAC (Circulating Water Systems),Aft Peaks / Lazarette HVAC,"5"" Air Duct and Fittings","5"" Rigid Ducting",,Calc,1.75,4,,"5"""
HVAC (Circulating Water Systems),Aft Peaks / Lazarette HVAC,"3/4"" PEX Piping + Water",,,Calc,0.263,22,PEX,"3/4"""
HVAC (Circulating Water Systems),Aft Peaks / Lazarette HVAC,"3/4"" Ball Valve, Full Port, with SS Lever",77-104-10,http://cdn.conbraco.com/apollovalves/literature/BVPL9000PriceList_2018.pdf,Manufacturer,1.83,2,Bronze,"3/4"""
HVAC (Circulating Water Systems),Aft Peaks / Lazarette HVAC,"5/8"" ID Hose + Water",,,Calc,0.27,3,Hose,"5/8"""
HVAC (Circulating Water Systems),Aft Peaks / Lazarette HVAC,Misc Water Piping Fittings,,,Estimate,2,1,,
HVAC (Circulating Water Systems),Aft Peaks / Lazarette HVAC,"GAUGE, ROTARY FLOW SIGHT 1"" NPT F",4195K17,https://www.mcmaster.com/#4195k17/=1dgglmd,Manufacturer,3,2,,
HVAC (Circulating Water Systems),Aft Peaks / Lazarette HVAC,"3/4"" PEX Piping + Water",,,Calc,0.263,18,PEX,"3/4"""
HVAC (Circulating Water Systems),Aft Peaks / Lazarette HVAC,"3/4"" Ball Valve, Full Port, with SS Lever",77-104-10,http://cdn.conbraco.com/apollovalves/literature/BVPL9000PriceList_2018.pdf,Manufacturer,1.83,4,Bronze,"3/4"""
HVAC (Circulating Water Systems),Aft Peaks / Lazarette HVAC,"5/8"" ID Hose + Water",,,Calc,0.27,8,Hose,"5/8"""
HVAC (Circulating Water Systems),Electrical Room HVAC System,"Air Handler, 12,000 btu, with Water Valve & FC",RA12B-FC,,Manufacturer,64,1,,
HVAC (Circulating Water Systems),Electrical Room HVAC System,"HVAC Control Set , Air Handler",22-08916,,Estimate,2,1,,
HVAC (Circulating Water Systems),Electrical Room HVAC System,"5"" Air Duct and Fittings","5"" Rigid Ducting",,Calc,1.75,2,,"5"""
HVAC (Circulating Water Systems),Electrical Room HVAC System,"1.25"" PVC Pipe + Water",,,Calc,0.99,7,PVC,"1.25"""
HVAC (Circulating Water Systems),Electrical Room HVAC System,"1"" PVC Pipe + Water",,,Calc,0.721,15,PVC,"1.25"""
HVAC (Circulating Water Systems),Electrical Room HVAC System,"1"" PEX Piping + Water",,,Calc,0.421,12,PEX,"1"""
HVAC (Circulating Water Systems),Electrical Room HVAC System,"3/4"" PEX Piping + Water",,,Calc,0.263,2,PEX,"3/4"""
HVAC (Circulating Water Systems),Electrical Room HVAC System,"3/4"" Ball Valve, Full Port, with SS Lever",77-104-10,http://cdn.conbraco.com/apollovalves/literature/BVPL9000PriceList_2018.pdf,Manufacturer,1.83,4,Bronze,"3/4"""
HVAC (Circulating Water Systems),Electrical Room HVAC System,"5/8"" ID Hose + Water",,,Calc,0.27,6,Hose,"5/8"""
HVAC (Circulating Water Systems),Electrical Room HVAC System,Misc Water Piping Fittings,,,Estimate,2,4,,
HVAC (Circulating Water Systems),Port Master HVAC System,"Air Handler, 16K BTU HI VEL 230VAC with Water Valve, Heat & Flow Control",RAVC18HB-FC,,Manufacturer,28.7,1,,
HVAC (Circulating Water Systems),Port Master HVAC System,"HVAC Control Set , Air Handler",22-08916,,Estimate,2,1,,
HVAC (Circulating Water Systems),Port Master HVAC System,Quiet Fan Assembly 208-230 VAC,22-18915,,Estimate,6,1,,
HVAC (Circulating Water Systems),Port Master HVAC System,"5"" Air Duct and Fittings","5"" Rigid Ducting",,Calc,1.75,3,,"5"""
HVAC (Circulating Water Systems),Port Master HVAC System,"1"" PEX Piping + Water",,,Calc,0.421,9.5,PEX,"1"""
HVAC (Circulating Water Systems),Port Master HVAC System,"3/4"" PEX Piping + Water",,,Calc,0.263,10,PEX,"3/4"""
HVAC (Circulating Water Systems),Port Master HVAC System,"3/4"" Ball Valve, Full Port, with SS Lever",77-104-10,http://cdn.conbraco.com/apollovalves/literature/BVPL9000PriceList_2018.pdf,Manufacturer,1.83,2,Bronze,"3/4"""
HVAC (Circulating Water Systems),Port Master HVAC System,"5/8"" ID Hose + Water",,,Calc,0.27,3,Hose,"5/8"""
HVAC (Circulating Water Systems),Port Master HVAC System,Misc Water Piping Fittings,,,Estimate,1,1,,
HVAC (Circulating Water Systems),Starboard Master HVAC System,"Air Handler, 16K BTU HI VEL 230VAC with Water Valve, Heat & Flow Control",RA16VHB-FC,,Manufacturer,28.7,1,,
HVAC (Circulating Water Systems),Starboard Master HVAC System,"HVAC Control Set , Air Handler",22-08916,,Estimate,2,0,,
HVAC (Circulating Water Systems),Starboard Master HVAC System,Quiet Fan Assembly 208-230 VAC,22-18915,,Estimate,6,0,,
HVAC (Circulating Water Systems),Starboard Master HVAC System,"6"" Air Duct and Fittings","6"" Rigid Ducting",,Calc,2.2,8,,"6"""
HVAC (Circulating Water Systems),Starboard Master HVAC System,"3"" Air Duct and Fittings","3"" Rigid Ducting",,Calc,1.1,2,,"3"""
HVAC (Circulating Water Systems),Starboard Master HVAC System,"3/4"" PEX Piping + Water",,,Calc,0.263,2,PEX,"3/4"""
HVAC (Circulating Water Systems),Starboard Master HVAC System,"3/4"" Ball Valve, Full Port, with SS Lever",77-104-10,http://cdn.conbraco.com/apollovalves/literature/BVPL9000PriceList_2018.pdf,Manufacturer,1.83,2,Bronze,"3/4"""
HVAC (Circulating Water Systems),Starboard Master HVAC System,"5/8"" ID Hose + Water",,,Calc,0.27,3,Hose,"5/8"""
HVAC (Circulating Water Systems),Starboard Master HVAC System,Misc Water Piping Fittings,,,Estimate,1,1,,
HVAC (Circulating Water Systems),Master Bathroom HVAC System,"Air Handler, 8,000btu, With Water Valve & Heat Strip & FC",RA08HB-FC,,Manufacturer,59,1,,
HVAC (Circulating Water Systems),Master Bathroom HVAC System,"HVAC Control Set , Air Handler",22-08916,,Estimate,2,1,,
HVAC (Circulating Water Systems),Master Bathroom HVAC System,Quiet Fan Assembly 208-230 VAC,22-18915,,Estimate,6,1,,
HVAC (Circulating Water Systems),Master Bathroom HVAC System,"6"" Air Duct and Fittings","6"" Rigid Ducting",,Calc,2.2,8,,"6"""
HVAC (Circulating Water Systems),Master Bathroom HVAC System,"3"" Air Duct and Fittings","3"" Rigid Ducting",,Calc,1.1,14,,"3"""
HVAC (Circulating Water Systems),Master Bathroom HVAC System,"1"" PVC Pipe + Water",,,Calc,0.721,1,PVC,"1.25"""
HVAC (Circulating Water Systems),Master Bathroom HVAC System,"3/4"" PEX Piping + Water",,,Calc,0.263,12,PEX,"3/4"""
HVAC (Circulating Water Systems),Master Bathroom HVAC System,"3/4"" Ball Valve, Full Port, with SS Lever",77-104-10,http://cdn.conbraco.com/apollovalves/literature/BVPL9000PriceList_2018.pdf,Manufacturer,1.83,2,Bronze,"3/4"""
HVAC (Circulating Water Systems),Master Bathroom HVAC System,"5/8"" ID Hose + Water",,,Calc,0.27,3,Hose,"5/8"""
HVAC (Circulating Water Systems),Master Bathroom HVAC System,Misc Water Piping Fittings,,,Estimate,1,1,,
HVAC (Circulating Water Systems),Galley HVAC System,"Air Handler, 12,000 btu, with Water Valve & Heat Strip & FC",RA12HB-FC,,Manufacturer,64,2,,
HVAC (Circulating Water Systems),Galley HVAC System,"HVAC Control Set , Air Handler",22-08916,,Estimate,2,1,,
HVAC (Circulating Water Systems),Galley HVAC System,Quiet Fan Assembly 208-230 VAC,22-18915,,Estimate,6,1,,
HVAC (Circulating Water Systems),Galley HVAC System,"8"" Air Duct and Fittings","8"" Rigid Ducting",,Calc,2.8,12,,"8"""
HVAC (Circulating Water Systems),Galley HVAC System,"6"" Air Duct and Fittings","6"" Rigid Ducting",,Calc,2.2,12,,"6"""
HVAC (Circulating Water Systems),Galley HVAC System,"3/4"" PEX Piping + Water",,,Calc,0.263,22,PEX,"3/4"""
HVAC (Circulating Water Systems),Galley HVAC System,"3/4"" Ball Valve, Full Port, with SS Lever",77-104-10,http://cdn.conbraco.com/apollovalves/literature/BVPL9000PriceList_2018.pdf,Manufacturer,1.83,4,Bronze,"3/4"""
HVAC (Circulating Water Systems),Galley HVAC System,"5/8"" ID Hose + Water",,,Calc,0.27,6,Hose,"5/8"""
